frame,time_sec,bright,contrast,sharp,coeff_cut
56,4.48,69.79434204101562,60.26347351074219,21.29981829370521,337.881875
57,4.56,69.6622314453125,59.687469482421875,20.875952948014177,340.1967925347222
58,4.64,69.4714126586914,59.569766998291016,21.577345733608613,337.2997395833333
59,4.72,69.04986572265625,59.09543228149414,21.610111364253466,340.11324652777773
60,4.8,69.5434341430664,59.218589782714844,21.422754977983036,352.48451822916667
61,4.88,69.93344116210938,59.31241989135742,21.410079622583375,347.78691840277776
62,4.96,70.19461059570312,59.211036682128906,21.748895259620348,346.68292534722224
63,5.04,70.064697265625,59.02309036254883,21.75986707888792,340.02532552083335
64,5.12,129.5561065673828,39.79840087890625,14.69038146140307,524.8730685763888
65,5.2,254.72854614257812,5.650850296020508,4.85638003901397,398.39488715277776
66,5.28,124.2403564453125,34.9636344909668,11.170707248927558,392.60503472222223
67,5.36,61.9744758605957,51.6142463684082,16.026368246085312,204.82506944444444
68,5.44,61.648536682128906,50.89699935913086,15.930245987674187,103.94947048611112
69,5.52,61.23110580444336,50.0569953918457,15.997245145352336,95.71931423611112
70,5.6,60.8326530456543,49.304378509521484,15.906484101732211,115.05463975694444
71,5.68,60.30554962158203,48.38946533203125,15.902725208395704,116.517265625
72,5.76,59.719852447509766,47.32680130004883,16.32891069879969,129.0710546875
73,5.84,59.920230865478516,47.25655746459961,16.462988257254633,137.54138020833335
74,5.92,60.56924057006836,47.72459411621094,16.577945757803185,118.39851996527779
75,6.0,61.276851654052734,48.56560516357422,16.68737359123158,96.63086805555555
76,6.08,62.299110412597656,49.81222152709961,16.789017183394442,123.01402777777778
77,6.16,63.35181427001953,51.070648193359375,16.392589394229706,131.95841145833333
78,6.24,64.26655578613281,52.02964782714844,16.269106549808114,136.64997829861113
79,6.32,65.12938690185547,52.8907356262207,16.208907034959424,134.11353298611112
80,6.4,65.79183959960938,53.415714263916016,16.159118323395376,129.1879644097222
81,6.48,66.0658950805664,53.74549102783203,16.246864004438073,107.52054687500001
82,6.56,66.30663299560547,54.531375885009766,16.193105528561578,226.69504340277774
83,6.64,66.12472534179688,54.45783233642578,16.209259424915754,108.48606770833334
84,6.72,114.41839599609375,42.23058319091797,28.711275926954766,470.63270399305554
85,6.8,114.361083984375,42.23469924926758,28.663810665779625,33.31639756944445
86,6.88,114.40689849853516,42.22193145751953,28.616993176986256,64.49699652777778
87,6.96,114.40798950195312,42.21099853515625,28.602735671145616,22.9886328125
88,7.04,114.40110778808594,42.21247482299805,28.646542086836185,20.38234375
89,7.12,114.36499786376953,42.21257400512695,28.623181246168812,20.502721354166667
90,7.2,114.4171142578125,42.20278549194336,28.576502572216103,51.44995659722222
91,7.28,114.43051147460938,42.22819900512695,28.57424456207188,16.296749131944445
92,7.36,114.43310546875,42.265079498291016,28.66334442703795,19.958016493055556
93,7.44,114.46956634521484,42.322261810302734,28.66123994522665,22.000980902777776
94,7.52,114.50468444824219,42.36642837524414,28.607920671456966,24.424505208333333
95,7.6,114.52840423583984,42.39950180053711,28.519528738951795,25.896571180555554
96,7.68,114.47412109375,42.37505340576172,28.501768829455273,29.772252604166667
97,7.76,114.45918273925781,42.358360290527344,28.5184735886919,28.105859374999998
98,7.84,114.43626403808594,42.346900939941406,28.649423282614354,26.482647569444445
99,7.92,114.40299987792969,42.302364349365234,28.685383977369703,23.684561631944444
100,8.0,114.4005355834961,42.272220611572266,28.5374772676501,34.13140625
101,8.08,114.42125701904297,42.28227615356445,28.48679587167878,35.10933159722222
102,8.16,114.44627380371094,42.3067626953125,28.47485676121614,28.34013454861111
103,8.24,114.4801025390625,42.385643005371094,28.455579163914535,27.99134114583333
104,8.32,114.41549682617188,42.21406173706055,28.37625674959562,28.302586805555556
105,8.4,114.48429107666016,42.34773635864258,28.409474275022067,30.500842013888892
106,8.48,114.49059295654297,42.37546157836914,28.47276776438818,28.67770399305555
107,8.56,114.44930267333984,42.3760986328125,28.475732095123938,29.129635416666666
108,8.64,114.39122772216797,42.30792236328125,28.362448632347014,28.256206597222217
109,8.72,114.3455581665039,42.29823303222656,28.372086077892632,27.462977430555554
110,8.8,114.36461639404297,42.36266326904297,28.419108208660912,30.06627604166667
111,8.88,114.3858871459961,42.40773391723633,28.44708670447334,28.89774739583333
112,8.96,114.3836441040039,42.38674545288086,28.39012296252868,31.478997395833332
113,9.04,114.39017486572266,42.377506256103516,28.397672699319113,26.770863715277777
114,9.12,114.36258697509766,42.35441207885742,28.51424691988508,26.32198784722222
115,9.2,114.3704605102539,42.34489440917969,28.487389448507667,25.789257812499997
116,9.28,114.3550796508789,42.35802459716797,28.440555929981862,22.058580729166664
117,9.36,114.36882019042969,42.38710021972656,28.474439999477195,24.389752604166667
118,9.44,114.35919952392578,42.392723083496094,28.360016418811238,27.867773437500002
119,9.52,114.3617172241211,42.388858795166016,28.33817862275673,24.606258680555555
120,9.6,114.32928466796875,42.355655670166016,28.45380686829653,24.70786892361111
121,9.68,114.25762176513672,42.26464080810547,28.403172702837914,25.87885416666667
122,9.76,114.22850799560547,42.247440338134766,28.525804976984624,25.325308159722226
123,9.84,114.226806640625,42.26005935668945,28.53342090641446,23.739544270833335
124,9.92,114.22258758544922,42.252506256103516,28.530362302627605,21.410503472222224
125,10.0,114.26530456542969,42.27126693725586,28.515122939727405,22.752499999999998
126,10.08,114.29366302490234,42.286373138427734,28.41201034128553,26.429791666666667
127,10.16,114.34102630615234,42.3343391418457,28.371702970192256,25.777547743055553
128,10.24,114.2974853515625,42.35447311401367,28.422767474653305,161.27887152777777
129,10.32,114.26361083984375,42.33658218383789,28.350379079005446,61.642039930555555
130,10.4,114.222412109375,42.31120681762695,28.3173612382659,26.451566840277778
131,10.48,114.16278076171875,42.30040740966797,28.286855633448994,24.29907986111111
132,10.56,114.16951751708984,42.322566986083984,28.28280603357044,36.396480034722224
133,10.64,114.16943359375,42.32560348510742,28.162518327151144,23.234440104166666
134,10.72,114.2350845336914,42.370643615722656,28.156841457859702,37.935230034722224
135,10.8,114.22926330566406,42.41291427612305,28.200855255439237,24.997092013888892
136,10.88,114.25640869140625,42.39292526245117,28.177353490983506,37.81912760416667
137,10.96,114.23921966552734,42.37991714477539,28.183461295775164,23.896692708333333
138,11.04,114.2745132446289,42.411712646484375,28.261394877502998,34.197578125
139,11.12,114.24761962890625,42.38844680786133,28.26221963940424,21.89427951388889
140,11.2,114.26614379882812,42.407936096191406,28.27605958547128,36.637808159722226
141,11.28,114.2296371459961,42.37894821166992,28.25649406011249,25.947990451388886
142,11.36,114.19628143310547,42.31814956665039,28.282607195267705,36.09549913194444
143,11.44,114.1529312133789,42.25010681152344,28.312879232259736,26.97723524305556
144,11.52,114.1817855834961,42.21525573730469,28.26283635912792,41.1067578125
145,11.6,114.22482299804688,42.23001480102539,28.269669251439606,30.390386284722222
146,11.68,114.21372985839844,42.224037170410156,28.371832039184746,41.41314670138889
147,11.76,114.16878509521484,42.166133880615234,28.33237806729383,32.5386328125
148,11.84,114.1924819946289,42.165409088134766,28.328472941985762,39.7490234375
149,11.92,114.15694427490234,42.155120849609375,28.32370825941487,33.3159375
150,12.0,114.17227172851562,42.156471252441406,28.255102588382464,43.6707421875
151,12.08,114.18598937988281,42.16440200805664,28.248969711895693,32.91062065972222
152,12.16,114.24739837646484,42.209625244140625,28.319931823206456,41.47082465277778
153,12.24,114.2352066040039,42.21828842163086,28.348287993605375,33.66836371527778
154,12.32,114.23980712890625,42.22991943359375,28.304911116679566,45.03919704861111
155,12.4,114.20305633544922,42.22991943359375,28.294255111253946,31.8196875
156,12.48,114.1511459350586,42.18986129760742,28.391289568266682,42.951875
157,12.56,114.15618133544922,42.224327087402344,28.39365450681642,31.404231770833334
158,12.64,114.19506072998047,42.28132629394531,28.35766737372251,39.80853732638889
159,12.72,114.17111206054688,42.3074836730957,28.31843078767608,30.777708333333337
160,12.8,114.23011779785156,42.30377197265625,28.20184306020245,43.077938368055555
161,12.88,114.21025848388672,42.307132720947266,28.218364284960384,33.6775390625
162,12.96,114.25646209716797,42.318477630615234,28.31134717294119,44.31196614583334
163,13.04,114.2955322265625,42.34062957763672,28.32503970202149,32.30120225694444
164,13.12,114.32110595703125,42.36235809326172,28.312768810378845,43.8144921875
165,13.2,114.29046630859375,42.33224868774414,28.16334287844931,35.94398871527778
166,13.28,114.29302215576172,42.34007263183594,28.23378976767132,45.298220486111106
167,13.36,114.2540283203125,42.34712219238281,28.18375661235186,30.344774305555553
168,13.44,114.25399017333984,42.34191131591797,28.21717788872793,40.84436631944445
169,13.52,114.25093841552734,42.5421142578125,28.908026911017593,316.1980555555556
170,13.6,114.30327606201172,42.532474517822266,28.730215201296364,59.50267361111111
171,13.68,114.32166290283203,42.56947708129883,28.80119241308719,93.09327256944445
172,13.76,114.28489685058594,42.47065353393555,28.734489602918078,69.67868489583333
173,13.84,114.23475646972656,42.39737319946289,28.65059658425166,63.79357638888889
174,13.92,114.2642822265625,42.43436813354492,28.786564586620965,61.59219184027778
175,14.0,114.2925033569336,42.42163848876953,28.680598182975853,63.30553385416667
176,14.08,114.26708984375,42.39845657348633,28.669254117837784,64.81975694444444
177,14.16,114.2662124633789,42.385345458984375,28.67107384361487,62.68861979166667
178,14.24,114.28229522705078,42.387855529785156,28.609797547784208,66.84188368055555
179,14.32,114.25552368164062,42.40767288208008,28.630265273062356,63.223910590277775
180,14.4,114.23278045654297,42.39580535888672,28.705740383189315,64.7047873263889
181,14.48,114.23223876953125,42.382774353027344,28.696566806135213,63.61574652777778
182,14.56,114.2491455078125,42.37751388549805,28.684029147248083,62.91216145833333
183,14.64,114.24381256103516,42.38048553466797,28.79583031355522,60.96423611111111
184,14.72,114.29496765136719,42.448081970214844,28.76391504469732,64.97083767361111
185,14.8,114.28086853027344,42.43788146972656,28.767475435948473,64.50407118055556
186,14.88,114.31962585449219,42.49151611328125,28.792823282316927,65.05539496527778
187,14.96,114.28572845458984,42.52279281616211,28.814916992915204,62.629375
188,15.04,114.29920196533203,42.553951263427734,28.841607931764127,66.60967447916667
189,15.12,114.27603912353516,42.58131790161133,28.74675293445978,61.03877170138888
190,15.2,114.26544189453125,42.583885192871094,28.669193262682878,63.200672743055556
191,15.28,114.23921966552734,42.576080322265625,28.659311434791917,60.125112847222226
192,15.36,114.24752044677734,42.56886672973633,28.776467711694412,62.78353732638888
193,15.44,114.28189086914062,42.569541931152344,28.651123245750714,63.17350260416667
194,15.52,114.2959976196289,42.55564880371094,28.634486856903038,67.59163628472223
195,15.6,114.29582977294922,42.53623962402344,28.614932308537917,65.33787760416666
196,15.68,114.29365539550781,42.54872512817383,28.61040327570587,64.50003906250001
197,15.76,114.3128662109375,42.55228042602539,28.71294327283675,64.5169140625
198,15.84,114.29679870605469,42.5291633605957,28.698105189812104,64.44329427083333
199,15.92,114.24701690673828,42.47612380981445,28.692790075041188,64.3755859375
200,16.0,114.19712829589844,42.45547866821289,28.647609357065033,63.342738715277775
201,16.08,114.19898986816406,42.46209716796875,28.599378539535245,63.24414930555555
202,16.16,114.19152069091797,42.435302734375,28.513662838851474,63.181775173611115
203,16.24,114.17543029785156,42.41324996948242,28.53458399195045,59.03478732638889
204,16.32,114.1602783203125,42.39019775390625,28.53502049513485,62.29394097222222
205,16.4,114.15113830566406,42.402976989746094,28.57893682894378,61.7052126736111
206,16.48,114.17218780517578,42.39286804199219,28.545136516576687,64.53868489583334
207,16.56,114.17062377929688,42.39241409301758,28.5231321198125,64.96925347222222
208,16.64,114.19296264648438,42.39106369018555,28.33924229949578,70.79901041666668
209,16.72,114.21440887451172,42.35273361206055,28.25783107536281,70.62004774305555
210,16.8,114.27289581298828,42.31149673461914,27.923232651381515,85.27548177083334
211,16.88,114.25679016113281,42.31553649902344,28.26816602801754,73.98502604166667
212,16.96,110.48865509033203,52.16343307495117,33.74007210577191,380.34904513888887
213,17.04,110.71739959716797,51.346797943115234,29.936157293994782,367.30268229166666
214,17.12,111.20146942138672,50.90485382080078,29.132422637943588,367.12401475694446
215,17.2,110.5750732421875,50.39268493652344,28.573475725356435,362.0819270833333
216,17.28,110.09774017333984,50.80922317504883,30.89205850948095,363.5177734375
217,17.36,110.19989776611328,50.48616027832031,28.7871868733099,370.6911762152778
218,17.44,110.33619689941406,50.68032455444336,28.734845465632553,371.4371354166667
219,17.52,110.28648376464844,50.96365737915039,28.798660138975556,370.2956640625
220,17.6,110.6791000366211,50.8227424621582,27.80888636315856,377.3006987847222
221,17.68,110.51952362060547,50.57741165161133,27.39242205421968,373.48175347222224
222,17.76,110.8533706665039,50.77592849731445,27.41528315434335,373.6090798611111
223,17.84,111.2756576538086,50.89869689941406,27.104957110657704,374.18554253472223
224,17.92,111.60741424560547,50.993385314941406,27.34292708203356,370.2936328125
225,18.0,111.9030532836914,51.09492874145508,27.63302351743486,368.4200998263889
226,18.08,111.89715576171875,51.19674301147461,27.607328419064302,371.689375
227,18.16,112.0302963256836,51.770729064941406,28.37604139851319,373.59008680555553
228,18.24,111.42427062988281,52.15916442871094,29.545901470285663,365.8628559027778
229,18.32,110.8055191040039,52.48377227783203,31.3469273980497,366.5406770833333
230,18.4,110.44409942626953,52.77898406982422,32.982607339493036,371.6479861111111
231,18.48,109.70982360839844,53.001888275146484,35.25179322152973,359.0621180555556
232,18.56,109.16203308105469,53.40507125854492,37.787909035932216,300.09117621527776
233,18.64,109.61985778808594,53.233741760253906,36.88666491253557,354.83
234,18.72,110.21703338623047,53.178565979003906,35.35859691942923,361.21246961805554
235,18.8,110.58302307128906,52.82331848144531,34.013978900166116,364.29676649305554
236,18.88,110.60589599609375,52.48685073852539,33.08693581230489,362.45427083333334
237,18.96,110.71607971191406,52.04338836669922,31.973298843265496,359.98333333333335
238,19.04,110.4324722290039,52.03033447265625,31.55206942044465,354.4797526041667
239,19.12,110.40342712402344,51.871559143066406,29.94355327868404,358.7707986111111
240,19.2,155.41006469726562,35.257408142089844,20.837890747283637,519.60421875
241,19.28,251.84043884277344,5.617833614349365,5.215804641237587,478.9968098958333
242,19.36,123.41071319580078,36.75076675415039,12.809035438489303,388.60360243055555
243,19.44,61.921695709228516,54.5990104675293,17.569655513629783,193.0862282986111
244,19.52,61.84075927734375,54.632240295410156,17.853555632862733,116.3403125
245,19.6,61.74037170410156,54.52417755126953,17.63217753823491,110.68344618055555
246,19.68,61.63577651977539,54.35111999511719,17.530456506578158,83.42881944444444
247,19.76,61.523372650146484,54.18079376220703,17.79476784821035,78.23863715277778
248,19.84,61.47676086425781,54.1391716003418,17.50697108176212,82.53895833333334
249,19.92,61.523380279541016,54.20304870605469,17.584597224339902,88.25891059027778
250,20.0,61.51192092895508,54.175838470458984,17.806632791066924,79.0206467013889
251,20.08,61.56904602050781,54.25148391723633,17.77255974328076,86.96322048611111
252,20.16,61.660335540771484,54.32991409301758,17.617702873884244,131.0260763888889
253,20.24,61.82020568847656,54.46261215209961,17.568901065513714,124.68845920138888
254,20.32,61.92341232299805,54.54463577270508,17.582905660283654,142.31503038194444
255,20.4,62.17512130737305,54.82098388671875,17.49992112963576,155.20223958333332
256,20.48,62.3486328125,55.33694839477539,18.6786915866279,217.2436935763889
257,20.56,62.52911376953125,55.61628341674805,18.274000672862968,141.14191840277778
258,20.64,62.771636962890625,56.24639129638672,18.105288488704183,171.15526041666666
259,20.72,62.70271301269531,56.524314880371094,18.087927230695144,185.77631510416668
260,20.8,112.62116241455078,43.64830780029297,28.002662582433477,457.0683897569444
261,20.88,112.60386657714844,43.65625762939453,27.952874410654374,34.639813368055556
262,20.96,112.60967254638672,43.67243194580078,28.008838573208372,59.70558159722222
263,21.04,112.61357879638672,43.68269729614258,28.009764062998993,29.00152777777778
264,21.12,112.62871551513672,43.67487335205078,27.88663910896433,29.37828125
265,21.2,112.58928680419922,43.67768478393555,27.875418398724047,27.227083333333333
266,21.28,112.6075668334961,43.65882110595703,27.89318358897139,50.41250434027778
267,21.36,112.59033966064453,43.642826080322266,28.004334701335907,20.431627604166668
268,21.44,112.59526824951172,43.61183166503906,27.92168815234301,26.931210937500005
269,21.52,112.6161880493164,43.603660583496094,27.829601465721115,36.65506510416667
270,21.6,112.59504699707031,43.576507568359375,27.72982126374203,34.95638888888889
271,21.68,112.58220672607422,43.566349029541016,27.74987829299897,34.915980902777775
272,21.76,112.55274200439453,43.51764678955078,27.63264469945547,31.280108506944448
273,21.84,112.56185150146484,43.51753616333008,27.64300883755995,29.883441840277776
274,21.92,112.56073760986328,43.53410720825195,27.57761944075282,27.73619791666667
275,22.0,112.55414581298828,43.54106903076172,27.551264939224104,25.90986545138889
276,22.08,112.52880096435547,43.524349212646484,27.537059790136652,25.674027777777773
277,22.16,112.52345275878906,43.54942321777344,27.583281615817903,27.32339409722222
278,22.24,112.53496551513672,43.56184387207031,27.484185395910675,28.0159765625
279,22.32,112.52452850341797,43.56717300415039,27.516932194495837,26.813194444444445
280,22.4,112.51095581054688,43.53421401977539,27.455864176676172,29.79122829861111
281,22.48,112.51970672607422,43.571434020996094,27.417364544701172,25.49610677083333
282,22.56,112.5918960571289,43.671714782714844,27.383881201007775,24.55767795138889
283,22.64,112.58123016357422,43.606990814208984,27.272593565634594,31.3535546875
284,22.72,112.60015106201172,43.585182189941406,27.05147966853898,44.90128472222222
285,22.8,112.67621612548828,43.64190673828125,26.853280150639595,65.75359809027778
286,22.88,112.64646911621094,43.64159393310547,26.755278280335915,67.74138888888889
287,22.96,112.5921630859375,43.6326904296875,26.716638351314014,53.62760416666667
288,23.04,112.53680419921875,43.5827522277832,26.58874213513138,42.836223958333335
289,23.12,112.54590606689453,43.605106353759766,26.627890527595948,39.20597222222222
290,23.2,112.58628845214844,43.66289138793945,26.61372186302693,31.311540798611112
291,23.28,112.56737518310547,43.651947021484375,26.65427293289251,32.030234375
292,23.36,112.58690643310547,43.66869354248047,26.772938822613945,31.976575520833336
293,23.44,112.55815887451172,43.6356201171875,26.698467844028833,27.067990451388887
294,23.52,112.60775756835938,43.65358352661133,26.659588014650097,30.58653211805556
295,23.6,112.58560943603516,43.669158935546875,26.575643166648224,29.275811631944443
296,23.68,112.57456970214844,43.64853286743164,26.592343238535335,27.54060329861111
297,23.76,112.5025634765625,43.634315490722656,26.695254853884585,24.62279079861111
298,23.84,112.47355651855469,43.67333984375,26.673139193225584,28.521059027777778
299,23.92,112.44739532470703,43.647056579589844,26.696075648849856,29.986362847222225
300,24.0,112.364013671875,43.6099967956543,26.65544592032501,30.0951953125
301,24.08,112.35880279541016,43.59213638305664,26.532753994834398,34.72427517361111
302,24.16,112.33223724365234,43.57175827026367,26.445924445416143,31.274852430555555
303,24.24,112.26620483398438,43.53915786743164,26.607158387315934,28.818641493055555
304,24.32,112.25347137451172,43.50423812866211,26.53779276384111,32.63677083333333
305,24.4,112.24061584472656,43.482444763183594,26.518246882551104,31.394704861111116
306,24.48,112.2430191040039,43.49815368652344,26.535239463406654,27.948598090277777
307,24.56,112.24674987792969,43.49982833862305,26.61699217748047,25.71887152777778
308,24.64,112.21464538574219,43.470001220703125,26.494634416749808,26.06047309027778
309,24.72,112.2279281616211,43.46847152709961,26.512939842452518,26.1002734375
310,24.8,112.2038803100586,43.50743865966797,26.56875361364736,26.980112847222223
311,24.88,112.17288208007812,43.46823501586914,26.566520565731196,25.078072916666667
312,24.96,112.1326675415039,43.45951461791992,26.55315399302468,25.34727430555556
313,25.04,112.1568832397461,43.49053192138672,26.532412172149268,26.449791666666663
314,25.12,112.12801361083984,43.45775604248047,26.545014532649116,25.179227430555557
315,25.2,112.11944580078125,43.49407196044922,26.53041346791555,25.156341145833334
316,25.28,112.15204620361328,43.53449249267578,26.501097689210383,27.763780381944443
317,25.36,112.17208099365234,43.54505157470703,26.449206869860987,30.04058159722222
318,25.44,112.1834716796875,43.597991943359375,26.50317497971904,27.71402777777778
319,25.52,112.14269256591797,43.582786560058594,26.60795043597036,26.947204861111114
320,25.6,112.08953094482422,43.5629997253418,26.520777290247064,27.890677083333337
321,25.68,112.07489013671875,43.54140853881836,26.46365858207903,29.179895833333333
322,25.76,112.08516693115234,43.53226852416992,26.446176866230505,26.942539062500003
323,25.84,112.08624267578125,43.5355224609375,26.456565865341496,29.166067708333337
324,25.92,112.0993423461914,43.50875473022461,26.4752549115027,31.321406250000003
325,26.0,112.0754623413086,43.50120544433594,26.495140053766495,30.134214409722226
326,26.08,111.95368957519531,43.3878173828125,26.509042236049172,29.677365451388887
327,26.16,111.91065979003906,43.33555603027344,26.577606475053695,31.642460937499997
328,26.24,111.94027709960938,43.31325149536133,26.46346663307355,32.2340625
329,26.32,111.95430755615234,43.311180114746094,26.438429673658995,36.18636284722222
330,26.4,111.89492797851562,43.23955154418945,26.593221348294495,37.389157986111115
331,26.48,111.87120056152344,43.20839309692383,26.552332214106578,32.46154079861111
332,26.56,111.85991668701172,43.200965881347656,26.60515060230795,26.15978298611111
333,26.64,111.85343933105469,43.20579147338867,26.68713465941026,24.11463541666667
334,26.72,111.843017578125,43.19443130493164,26.631601871867247,22.174839409722225
335,26.8,111.86861419677734,43.1903076171875,26.590530414918724,22.796414930555557
336,26.88,111.88728332519531,43.19332504272461,26.535421609090648,22.893411458333333
337,26.96,111.98429107666016,43.3146858215332,26.528308561437772,26.85404947916667
338,27.04,111.95381164550781,43.31882095336914,26.560312810278464,25.4730078125
339,27.12,111.92249298095703,43.32804489135742,26.664667903633447,21.90898871527778
340,27.2,111.89236450195312,43.33598327636719,26.661445159494324,24.990611979166665
341,27.28,111.86296844482422,43.300506591796875,26.637334228979984,20.729184027777777
342,27.36,111.90091705322266,43.3296012878418,26.573165257183557,22.321671006944445
343,27.44,111.93046569824219,43.405513763427734,27.822998762745005,340.69765190972225
344,27.52,111.96854400634766,43.504024505615234,27.89256696515786,54.7360546875
345,27.6,112.0097885131836,43.51905822753906,28.001919955944732,106.07169270833333
346,27.68,111.99237823486328,43.499595642089844,27.93960020214873,43.482256944444444
347,27.76,111.95942687988281,43.45986557006836,27.87225165879457,40.1598828125
348,27.84,111.9595718383789,43.4918327331543,27.85207566048556,32.98934027777778
349,27.92,111.8992919921875,43.4992790222168,27.8605642292938,33.773441840277776
350,28.0,111.91621398925781,43.45425033569336,27.85443712672771,50.277730034722225
351,28.08,111.87346649169922,43.44203567504883,27.913404144641564,26.041358506944444
352,28.16,111.905029296875,43.44332504272461,27.82855857589628,52.573901909722224
353,28.24,111.8930892944336,43.482208251953125,27.853640961450093,29.152191840277776
354,28.32,111.92500305175781,43.48297119140625,27.820243813651906,52.47072048611111
355,28.4,111.87057495117188,43.493934631347656,27.909610810176485,29.307356770833334
356,28.48,111.88231658935547,43.47711944580078,27.820015759276767,54.14859809027778
357,28.56,111.84402465820312,43.471675872802734,27.81600508283541,30.96743923611111
358,28.64,111.87712097167969,43.52383041381836,27.885856796121846,54.87069010416667
359,28.72,111.83531188964844,43.522178649902344,27.87710415561135,32.43193142361111
360,28.8,111.87310791015625,43.5582160949707,27.85304392941971,54.75067274305555
361,28.88,111.80323028564453,43.55535888671875,27.951462787570733,30.092452256944444
362,28.96,111.82808685302734,43.5589485168457,27.925964827017197,54.68743923611111
363,29.04,111.79468536376953,43.593448638916016,27.815810166892415,32.85151909722222
364,29.12,111.8272933959961,43.60446548461914,27.731623554820967,53.4775390625
365,29.2,111.8339614868164,43.62607192993164,27.770060364443875,34.066493055555554
366,29.28,111.82623291015625,43.607566833496094,27.781216287461497,53.082465277777786
367,29.36,111.70903015136719,43.57189178466797,27.927647823406005,32.912677951388886
368,29.44,111.68058776855469,43.48154067993164,27.800965481205388,59.0901171875
